Country,Data source,Sector,Gas,Unit,2019,2018,2017,2016,2015,2014,2013,2012,2011
Mozambique,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,52.83,52.83,52.83,52.83,45.58,45.58,45.58,45.58,45.58
Peru,Climate Watch,Energy,CO2,MtCO₂e,52.43,50.27,49.98,52.52,50.08,48.58,45.5,44.39,45.13
European Union (27),Climate Watch,Energy,CH4,MtCO₂e,52.15,52.5,53.49,52.61,52.78,52.06,56.28,57.71,57.23
Czech Republic,Climate Watch,Electricity/Heat,CO2,MtCO₂e,52.11,55.94,56.5,58.03,56.54,56.28,58.75,62.62,65.07
Nigeria,Climate Watch,Agriculture,CH4,MtCO₂e,51.55,52.46,51.39,49.43,43.26,42.73,41.82,41.12,39.03
Russia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,51.35,53.8,52.97,48.16,57.42,64.08,34.44,25.41,28.77
Russia,Climate Watch,Agriculture,CH4,MtCO₂e,50.92,51.14,50.66,51.96,52.83,54.35,53.82,55.08,54.34
Algeria,Climate Watch,Electricity/Heat,CO2,MtCO₂e,50.03,48.55,48.09,47.86,49.76,47.86,42.96,43.46,39.3
Indonesia,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,49.71,47.66,45.47,44.89,43.94,46.13,46.8,46.26,44.93
Philippines,Climate Watch,Agriculture,CH4,MtCO₂e,49.37,50.63,50.68,48.54,49.25,49.88,50.0,49.61,48.6
Netherlands,Climate Watch,Bunker Fuels,CO2,MtCO₂e,49.07,47.17,48.49,48.85,48.8,51.46,51.7,53.28,57.51
Pakistan,Climate Watch,Electricity/Heat,CO2,MtCO₂e,48.46,46.62,55.9,49.37,45.14,44.96,44.55,41.48,40.18
Chad,Climate Watch,Agriculture,CH4,MtCO₂e,48.23,46.19,43.48,41.75,39.05,36.07,34.41,32.81,31.09
Thailand,Climate Watch,Agriculture,CH4,MtCO₂e,48.2,52.02,52.43,52.23,48.5,52.58,57.33,59.18,59.61
Vietnam,Climate Watch,Agriculture,CH4,MtCO₂e,48.16,49.69,50.1,50.24,50.33,49.83,49.98,49.52,49.51
India,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,47.73,47.01,45.11,46.46,45.79,44.43,42.87,43.18,42.7
Sudan,Climate Watch,Agriculture,CH4,MtCO₂e,47.54,47.45,47.19,47.02,46.79,46.24,46.29,46.15,43.01
Venezuela,Climate Watch,Electricity/Heat,CO2,MtCO₂e,47.48,57.29,62.98,65.93,69.83,65.69,63.99,63.0,58.58
Singapore,Climate Watch,Energy,CO2,MtCO₂e,47.38,47.4,49.14,46.1,45.43,44.4,43.91,43.69,44.77
Nigeria,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,45.99,45.99,45.99,45.99,45.99,45.99,45.99,45.99,45.99
Paraguay,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,45.97,45.97,45.97,45.97,68.17,68.17,68.17,68.17,68.17
Argentina,Climate Watch,Agriculture,N2O,MtCO₂e,45.65,45.34,46.18,43.68,40.75,41.18,40.82,39.45,40.0
Colombia,Climate Watch,Agriculture,CH4,MtCO₂e,45.63,44.05,41.22,39.81,39.2,39.38,39.7,40.34,43.1
Solomon Islands,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,45.41,45.41,45.41,45.41,-17.82,-17.82,-17.82,-17.82,-17.82
Hungary,Climate Watch,Energy,CO2,MtCO₂e,45.36,45.51,45.65,43.54,42.71,40.06,40.25,42.75,46.34
Serbia,Climate Watch,Energy,CO2,MtCO₂e,45.14,45.32,46.55,45.87,44.7,38.29,45.7,44.91,50.2
Russia,Climate Watch,Agriculture,N2O,MtCO₂e,45.1,44.85,44.88,44.26,41.97,42.72,40.4,40.17,41.46
Ethiopia,Climate Watch,Agriculture,N2O,MtCO₂e,44.48,44.29,44.12,43.16,41.55,40.5,38.97,38.3,36.28
South Africa,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,44.31,46.76,46.11,49.06,49.28,53.37,51.62,45.6,44.54
South Korea,Climate Watch,Bunker Fuels,CO2,MtCO₂e,43.61,46.67,47.98,48.78,43.57,40.17,39.69,39.63,40.37
Australia,Climate Watch,Energy,CH4,MtCO₂e,43.36,40.71,40.39,38.71,37.9,36.19,33.85,31.63,30.84
Venezuela,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,43.13,43.13,42.97,42.83,108.52,108.52,108.35,108.31,108.31
Russia,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,42.95,39.38,36.86,41.4,36.31,33.91,36.87,41.48,69.21
United Kingdom,Climate Watch,Bunker Fuels,CO2,MtCO₂e,42.75,42.8,41.9,40.8,40.3,40.71,40.65,40.74,43.19
Portugal,Climate Watch,Energy,CO2,MtCO₂e,42.41,47.25,50.8,46.46,46.93,42.84,43.74,45.67,47.05
Australia,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,42.19,39.51,39.16,37.49,36.67,34.96,32.6,30.39,29.59
Botswana,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33
Papua New Guinea,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,41.0,41.0,40.82,40.84,40.11,40.11,40.22,40.3,40.32
United States,Climate Watch,Industrial Processes,CO2,MtCO₂e,40.9,38.97,40.32,39.44,39.91,39.44,36.37,35.27,32.21
France,Climate Watch,Agriculture,CH4,MtCO₂e,40.72,41.61,42.11,42.82,43.01,42.94,42.78,42.64,42.9
South Africa,Climate Watch,Energy,CH4,MtCO₂e,40.39,40.03,40.41,39.46,39.69,40.44,39.92,40.17,38.89
Finland,Climate Watch,Energy,CO2,MtCO₂e,40.12,43.98,42.41,45.15,42.35,45.69,49.71,48.91,54.57
Chile,Climate Watch,Electricity/Heat,CO2,MtCO₂e,39.53,35.01,36.5,37.14,35.34,32.5,38.46,36.97,32.47
Bangladesh,Climate Watch,Electricity/Heat,CO2,MtCO₂e,39.48,38.87,37.05,36.26,33.61,32.89,31.07,28.24,25.72
Nigeria,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,39.42,37.71,36.89,35.58,39.27,40.55,41.08,43.84,46.46
France,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,39.23,41.09,41.93,46.89,45.01,46.58,49.2,48.12,50.63
Egypt,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,39.16,40.62,34.75,27.04,28.6,28.82,31.59,28.19,31.79
Australia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,39.05,39.36,37.55,37.5,37.69,41.01,41.01,41.0,39.53
Japan,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,38.85,41.5,44.14,46.79,43.46,39.79,35.86,33.22,30.04
Bulgaria,Climate Watch,Energy,CO2,MtCO₂e,38.02,39.67,42.65,40.39,43.45,41.14,38.77,44.04,48.85
Mexico,Climate Watch,Agriculture,N2O,MtCO₂e,37.83,36.82,37.45,37.17,33.05,32.99,37.64,35.48,33.98
Spain,Climate Watch,Bunker Fuels,CO2,MtCO₂e,37.08,36.22,34.63,36.17,35.35,35.82,33.76,37.56,38.33
Ecuador,Climate Watch,Energy,CO2,MtCO₂e,37.01,37.85,36.3,37.6,39.08,39.2,37.09,34.73,34.86
Malaysia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,37.01,35.47,32.45,29.63,28.82,28.61,29.1,31.96,28.52
South Africa,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,37.01,36.67,36.94,36.79,36.85,37.4,36.85,37.11,36.29
Israel,Climate Watch,Electricity/Heat,CO2,MtCO₂e,36.44,35.59,39.25,39.83,40.83,40.09,42.91,51.01,46.06
Tanzania,Climate Watch,Agriculture,CH4,MtCO₂e,36.2,35.25,34.93,35.81,36.12,34.42,33.54,31.98,31.46
Switzerland,Climate Watch,Energy,CO2,MtCO₂e,35.64,35.74,36.94,37.9,37.38,37.91,41.7,40.71,39.27
Angola,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,35.59,35.59,35.6,35.6,35.6,35.6,35.6,35.6,35.6
Ukraine,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,35.35,35.61,31.41,37.64,41.76,55.52,56.92,60.5,65.15
Canada,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,35.27,35.27,35.13,35.11,135.19,135.19,135.18,135.17,135.16
Norway,Climate Watch,Energy,CO2,MtCO₂e,35.22,36.86,36.95,38.08,38.82,38.39,38.77,37.76,38.85
Myanmar,Climate Watch,Energy,CO2,MtCO₂e,35.13,31.35,30.4,20.9,18.66,16.54,13.17,11.62,8.49
Azerbaijan,Climate Watch,Energy,CO2,MtCO₂e,34.42,31.65,31.03,31.51,30.93,31.32,30.22,29.45,26.82
Ireland,Climate Watch,Energy,CO2,MtCO₂e,33.86,35.75,35.94,37.03,35.41,34.06,34.6,35.95,35.72
Cameroon,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,33.76,33.76,33.78,33.78,33.71,33.71,33.71,33.7,33.68
Sweden,Climate Watch,Energy,CO2,MtCO₂e,33.65,34.41,36.81,37.23,37.66,37.69,39.13,40.66,43.22
Germany,Climate Watch,Bunker Fuels,CO2,MtCO₂e,33.6,34.9,35.89,34.81,31.7,31.39,32.37,32.66,31.7
New Zealand,Climate Watch,Energy,CO2,MtCO₂e,33.6,31.94,32.48,30.7,31.66,31.35,31.3,31.54,29.76
Canada,Climate Watch,Agriculture,N2O,MtCO₂e,33.48,34.75,33.03,32.61,33.4,33.5,34.09,34.54,32.36
North Korea,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,33.21,29.79,32.15,16.47,13.4,17.29,14.9,22.2,21.06
Japan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,33.19,36.25,34.9,34.85,33.26,31.6,32.57,32.48,31.75
Iraq,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,32.89,32.72,32.76,32.56,29.77,25.73,24.39,23.24,17.26
France,Climate Watch,Agriculture,N2O,MtCO₂e,32.83,32.71,33.16,32.24,33.8,33.13,32.86,31.97,31.3
Zambia,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,32.74,32.74,32.82,32.82,32.84,32.84,32.86,32.86,32.86
Bahrain,Climate Watch,Energy,CO2,MtCO₂e,32.73,30.29,29.99,29.82,30.13,29.83,28.4,26.7,25.56
Kenya,Climate Watch,Agriculture,CH4,MtCO₂e,32.49,27.81,26.74,28.94,26.52,26.14,25.78,26.36,26.62
Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,32.41,34.83,32.08,28.71,24.51,25.48,24.77,23.27,21.06
United States,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,32.37,26.34,17.75,16.59,22.19,21.21,17.21,17.85,13.28
Mexico,Climate Watch,Energy,CH4,MtCO₂e,32.36,32.76,32.57,36.05,37.19,39.56,40.55,40.84,39.55
Serbia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,32.35,32.31,33.83,33.23,33.05,26.41,33.07,31.51,34.64
Belarus,Climate Watch,Electricity/Heat,CO2,MtCO₂e,31.95,33.16,30.92,30.79,31.2,32.88,32.76,33.14,33.42
Germany,Climate Watch,Agriculture,CH4,MtCO₂e,31.9,32.6,33.6,33.8,34.26,34.57,34.27,33.98,33.95
Ethiopia,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,31.71,31.71,31.77,31.8,31.58,31.58,31.69,31.74,31.75
United Kingdom,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,31.65,32.6,33.7,33.13,39.16,40.57,40.89,40.21,40.17
Belgium,Climate Watch,Bunker Fuels,CO2,MtCO₂e,31.5,34.94,28.86,25.7,22.98,21.34,23.69,23.54,26.19
Spain,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,31.25,32.02,30.49,27.01,27.32,31.5,34.0,34.52,37.4
Italy,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,31.17,32.23,31.92,34.65,34.85,35.12,38.08,43.32,45.03
Poland,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,31.09,31.3,30.74,28.13,27.38,28.77,28.58,28.82,29.94
Nigeria,Climate Watch,Agriculture,N2O,MtCO₂e,30.95,30.95,30.76,29.75,27.54,27.48,27.11,26.39,25.59
Turkey,Climate Watch,Industrial Processes,CO2,MtCO₂e,30.42,37.03,37.27,35.72,32.62,33.47,32.99,30.45,30.53
Egypt,Climate Watch,Energy,CH4,MtCO₂e,29.8,29.4,27.62,25.55,23.89,24.89,24.49,25.88,24.7
Argentina,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,29.7,29.7,29.71,29.71,65.57,65.57,65.57,65.58,65.58
Slovakia,Climate Watch,Energy,CO2,MtCO₂e,29.67,31.66,32.21,30.16,29.44,29.17,31.79,31.25,32.85
Turkey,Climate Watch,Agriculture,N2O,MtCO₂e,29.13,27.16,27.41,27.98,25.68,25.09,25.36,22.99,21.06
Cambodia,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,29.01,29.01,29.01,29.01,64.92,64.92,64.92,64.92,64.92
Egypt,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,28.96,28.56,26.8,24.74,23.1,24.11,23.74,25.1,23.94
Mexico,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,28.96,29.35,29.1,32.59,33.76,36.15,37.08,37.4,36.09
Morocco,Climate Watch,Electricity/Heat,CO2,MtCO₂e,28.7,23.3,22.52,21.61,22.23,21.59,19.09,20.55,19.98
Denmark,Climate Watch,Energy,CO2,MtCO₂e,28.57,31.97,31.94,34.23,32.76,34.93,39.09,37.35,42.24
Greece,Climate Watch,Electricity/Heat,CO2,MtCO₂e,28.48,33.86,34.72,33.06,34.57,38.12,41.5,45.84,45.23
Sudan,Climate Watch,Agriculture,N2O,MtCO₂e,27.98,28.24,27.87,28.26,26.94,26.8,26.87,26.46,25.1
European Union (27),Climate Watch,Energy,N2O,MtCO₂e,27.64,27.96,27.95,27.51,27.37,26.98,27.25,27.95,27.93
Kazakhstan,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,27.55,32.88,37.72,38.4,38.5,48.58,69.89,63.7,69.24
United Arab Emirates,Climate Watch,Energy,CH4,MtCO₂e,27.51,26.06,26.37,27.73,26.96,25.11,25.73,24.66,23.68
New Zealand,Climate Watch,Agriculture,CH4,MtCO₂e,27.49,27.7,27.85,28.08,28.01,28.84,28.53,28.64,28.12
European Union (27),Climate Watch,Fugitive Emissions,CH4,MtCO₂e,27.44,27.46,27.98,27.39,27.82,27.69,29.64,31.18,32.39
Romania,Climate Watch,Electricity/Heat,CO2,MtCO₂e,27.44,29.82,30.79,30.29,32.23,31.32,32.18,39.77,43.69
Brazil,Climate Watch,Energy,CH4,MtCO₂e,27.39,26.22,26.73,25.84,26.34,25.68,23.88,23.22,22.16
United Kingdom,Climate Watch,Agriculture,CH4,MtCO₂e,27.32,27.61,27.99,27.83,27.5,27.35,27.07,26.96,26.93
Russia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,27.21,27.67,28.13,28.58,27.08,28.95,26.14,21.95,15.26
United Arab Emirates,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,27.15,25.68,25.96,27.37,26.63,24.77,25.4,24.38,23.42
Germany,Climate Watch,Agriculture,N2O,MtCO₂e,26.83,25.68,27.39,28.46,29.06,29.95,28.85,28.32,28.07
Venezuela,Climate Watch,Agriculture,CH4,MtCO₂e,26.82,26.56,26.61,27.09,27.78,28.25,28.28,28.09,24.03
Tunisia,Climate Watch,Energy,CO2,MtCO₂e,26.78,26.76,26.75,26.01,26.69,26.32,24.89,24.85,23.3
Côte d'Ivoire,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,26.64,26.64,26.64,26.64,26.63,26.63,26.62,26.61,26.61
Bangladesh,Climate Watch,Agriculture,N2O,MtCO₂e,26.45,26.9,26.21,25.09,26.05,25.43,24.55,24.4,25.04
Bahrain,Climate Watch,Electricity/Heat,CO2,MtCO₂e,26.41,23.9,23.87,23.64,24.16,23.89,22.98,22.25,21.6
World,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,26.27,26.19,26.51,26.91,27.95,27.76,27.67,27.54,27.31
Ecuador,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,26.15,26.15,26.15,26.15,17.05,17.05,17.05,17.05,17.05
Singapore,Climate Watch,Electricity/Heat,CO2,MtCO₂e,26.06,25.96,26.06,25.33,24.8,24.47,25.05,25.86,26.6
Kazakhstan,Climate Watch,Energy,CH4,MtCO₂e,25.98,28.28,27.67,26.38,27.18,29.05,29.7,29.12,30.13
Turkmenistan,Climate Watch,Electricity/Heat,CO2,MtCO₂e,25.91,25.91,25.93,25.95,25.98,24.01,23.61,23.32,22.69
Iran,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,25.61,32.11,32.84,30.5,22.48,22.69,20.62,20.58,21.19
Chad,Climate Watch,Agriculture,N2O,MtCO₂e,25.53,24.84,23.31,22.8,21.11,19.59,18.8,18.25,17.31
Lebanon,Climate Watch,Energy,CO2,MtCO₂e,25.51,25.35,26.93,25.46,24.62,22.54,20.71,21.08,18.6
Nigeria,Climate Watch,Electricity/Heat,CO2,MtCO₂e,25.45,25.89,25.58,27.27,25.92,26.29,24.08,23.64,22.01
China,Climate Watch,Electricity/Heat,N2O,MtCO₂e,25.39,24.33,22.91,21.2,20.68,21.09,21.39,20.13,19.54
Japan,Climate Watch,Industrial Processes,CO2,MtCO₂e,25.38,26.18,26.43,25.97,25.94,26.56,26.81,25.62,24.98
Cuba,Climate Watch,Energy,CO2,MtCO₂e,25.19,25.99,25.6,26.5,28.54,25.98,27.95,27.74,26.65
Dominican Republic,Climate Watch,Energy,CO2,MtCO₂e,25.19,23.26,21.51,22.59,21.58,19.51,19.64,20.08,19.35
Syria,Climate Watch,Energy,CO2,MtCO₂e,25.16,26.83,28.78,25.78,24.62,25.96,29.31,44.94,55.15
South Korea,Climate Watch,Industrial Processes,CO2,MtCO₂e,25.08,24.7,26.35,26.67,25.78,25.41,25.05,24.85,24.72
Bangladesh,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,24.93,17.72,17.35,14.76,17.21,10.94,10.82,10.27,9.26
Netherlands,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,24.79,25.43,25.73,24.88,23.19,22.85,23.18,23.91,22.96
Uzbekistan,Climate Watch,Energy,CH4,MtCO₂e,24.62,24.64,21.02,20.79,20.15,20.72,22.87,24.05,25.37
Saudi Arabia,Climate Watch,Industrial Processes,CO2,MtCO₂e,24.6,25.13,24.0,28.88,29.67,29.85,28.22,25.37,22.33
Spain,Climate Watch,Agriculture,CH4,MtCO₂e,24.44,24.31,24.36,24.05,23.89,23.02,22.33,22.49,22.95
Kazakhstan,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,24.39,26.7,26.1,25.04,25.98,27.81,28.83,28.12,28.99
Oman,Climate Watch,Electricity/Heat,CO2,MtCO₂e,24.36,25.32,25.1,23.82,23.93,22.84,21.77,21.4,20.37
Libya,Climate Watch,Electricity/Heat,CO2,MtCO₂e,24.15,24.49,23.45,21.51,26.0,25.5,27.6,26.0,19.3
Burkina Faso,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,24.1,24.1,24.1,24.1,5.87,5.87,5.87,5.87,5.87
Uzbekistan,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,24.09,24.08,20.75,20.53,19.91,20.45,22.59,23.85,25.15
Canada,Climate Watch,Agriculture,CH4,MtCO₂e,24.06,24.14,24.21,23.83,24.11,24.81,25.19,24.61,24.46
Turkey,Climate Watch,Agriculture,CH4,MtCO₂e,23.73,22.48,20.36,20.2,20.36,20.1,19.34,17.64,16.05
France,Climate Watch,Bunker Fuels,CO2,MtCO₂e,23.72,23.63,22.32,21.75,22.32,22.07,23.01,23.81,24.72
Argentina,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,23.63,22.46,21.29,20.12,18.95,18.16,17.36,16.56,15.76
South Sudan,Climate Watch,Agriculture,CH4,MtCO₂e,23.62,26.86,25.42,26.47,25.84,25.57,25.24,25.76,23.84
United States,Climate Watch,Industrial Processes,N2O,MtCO₂e,23.45,22.76,22.07,21.38,20.04,20.59,18.83,20.21,25.33
Belgium,Climate Watch,Electricity/Heat,CO2,MtCO₂e,23.35,22.5,22.11,22.0,23.22,22.36,23.28,25.26,26.51
Chad,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,23.33,23.33,23.33,23.33,25.9,25.9,25.9,25.9,25.9
Angola,Climate Watch,Energy,CO2,MtCO₂e,23.28,22.02,24.07,28.02,29.62,27.65,25.4,22.72,23.1
United Kingdom,Climate Watch,Agriculture,N2O,MtCO₂e,23.27,23.09,23.41,23.12,23.3,23.33,22.52,22.41,22.66
India,Climate Watch,Energy,N2O,MtCO₂e,23.08,23.01,22.03,20.74,20.28,19.79,18.69,18.08,17.1
Uzbekistan,Climate Watch,Agriculture,CH4,MtCO₂e,22.92,22.55,22.09,21.55,19.36,18.64,17.84,17.33,16.16
Argentina,Climate Watch,Energy,CH4,MtCO₂e,22.87,21.46,20.61,20.71,20.69,20.35,20.24,20.44,19.82
Jordan,Climate Watch,Energy,CO2,MtCO₂e,22.84,22.99,24.39,23.15,23.74,24.02,22.34,22.71,19.76
Sri Lanka,Climate Watch,Energy,CO2,MtCO₂e,22.7,20.61,22.29,20.9,19.49,16.88,13.74,16.07,14.67
Mongolia,Climate Watch,Energy,CO2,MtCO₂e,22.66,21.13,19.28,17.98,17.12,17.94,18.29,16.98,15.57
Tanzania,Climate Watch,Agriculture,N2O,MtCO₂e,22.59,22.08,21.67,22.64,22.47,21.76,21.66,20.96,19.81
Bulgaria,Climate Watch,Electricity/Heat,CO2,MtCO₂e,22.52,24.0,27.46,26.04,29.3,28.25,26.56,30.63,35.32
Pakistan,Climate Watch,Energy,CH4,MtCO₂e,22.47,22.12,21.16,21.78,22.09,22.35,22.22,21.69,21.26
Kuwait,Climate Watch,Energy,CH4,MtCO₂e,22.24,22.38,22.06,23.62,22.17,22.06,22.33,21.45,20.2
Argentina,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,22.14,20.73,19.86,19.95,19.92,19.61,19.49,19.72,19.1
Kuwait,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,22.08,22.22,21.91,23.47,22.02,21.91,22.18,21.3,20.06
Myanmar,Climate Watch,Agriculture,N2O,MtCO₂e,21.82,21.4,20.46,19.08,18.59,18.65,17.61,16.89,16.33
Bangladesh,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,21.74,21.74,21.75,21.75,21.89,21.9,21.97,22.02,22.02
India,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,21.74,20.16,18.57,16.99,15.4,14.62,13.84,13.06,12.28
Mali,Climate Watch,Agriculture,CH4,MtCO₂e,21.72,20.99,20.26,19.83,18.06,17.47,17.29,16.74,16.37
Mexico,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,21.65,20.89,20.12,19.35,18.59,17.98,17.38,16.29,16.26
Paraguay,Climate Watch,Agriculture,CH4,MtCO₂e,21.49,20.73,21.87,21.3,21.61,21.97,20.7,20.27,19.15
Saudi Arabia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,21.4,21.86,20.43,19.43,18.3,17.35,16.61,17.16,16.36
Vietnam,Climate Watch,Agriculture,N2O,MtCO₂e,21.14,21.3,21.04,20.87,21.73,19.43,20.89,18.33,17.31
Brazil,Climate Watch,Industrial Processes,CO2,MtCO₂e,21.03,20.64,21.03,22.42,25.08,26.91,26.65,25.0,22.85
Italy,Climate Watch,Agriculture,CH4,MtCO₂e,21.01,21.01,20.83,20.82,20.49,20.39,20.58,21.11,20.94
Sudan,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,21.0,21.0,21.0,21.0,21.52,21.52,21.52,21.52,21.15
Bolivia,Climate Watch,Energy,CO2,MtCO₂e,20.9,21.79,21.32,20.59,19.39,19.09,17.54,16.36,15.57
Iran,Climate Watch,Industrial Processes,CO2,MtCO₂e,20.89,19.09,18.91,19.76,20.9,23.49,24.83,24.07,23.06
Mexico,Climate Watch,Industrial Processes,CO2,MtCO₂e,20.86,20.86,17.96,17.52,19.16,18.26,17.44,18.41,17.77
Bosnia and Herzegovina,Climate Watch,Energy,CO2,MtCO₂e,20.69,22.22,22.33,22.02,19.31,19.17,21.51,21.65,23.4
Argentina,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,20.51,20.72,19.0,19.48,21.71,21.51,21.12,19.19,20.7
Italy,Climate Watch,Bunker Fuels,CO2,MtCO₂e,20.4,20.23,17.65,16.99,15.6,15.38,16.02,17.25,17.78
Russia,Climate Watch,Industrial Processes,CO2,MtCO₂e,20.31,20.09,20.51,20.43,23.17,26.45,27.28,26.33,25.13
Colombia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,20.22,17.91,15.83,22.44,21.5,19.47,18.69,15.14,13.52
Brazil,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,20.16,19.03,19.68,19.17,19.49,18.84,17.25,16.45,15.51
Niger,Climate Watch,Agriculture,CH4,MtCO₂e,20.15,19.25,18.34,17.53,16.69,16.04,15.31,14.54,13.91
Kenya,Climate Watch,Energy,CO2,MtCO₂e,20.1,15.31,16.6,16.51,14.75,12.87,12.13,10.36,11.32
Nepal,Climate Watch,Agriculture,CH4,MtCO₂e,20.01,19.77,19.73,19.19,19.16,19.35,19.22,19.28,18.89
Bolivia,Climate Watch,Agriculture,CH4,MtCO₂e,19.88,18.85,18.78,18.81,18.22,17.73,18.22,18.02,17.79
Qatar,Climate Watch,Energy,CH4,MtCO₂e,19.73,19.81,19.69,19.75,19.5,19.66,20.21,19.55,18.2
Egypt,Climate Watch,Industrial Processes,CO2,MtCO₂e,19.67,21.0,21.77,22.82,21.65,20.76,20.21,20.97,20.1
Qatar,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,19.62,19.71,19.58,19.65,19.41,19.56,20.13,19.47,18.13
Colombia,Climate Watch,Agriculture,N2O,MtCO₂e,19.61,19.42,18.39,17.35,17.26,17.78,17.12,18.59,19.05
Nicaragua,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,19.51,19.51,19.51,19.51,10.98,10.98,10.99,10.99,10.99
Venezuela,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,19.49,16.79,14.3,19.1,19.07,20.34,18.91,16.65,7.15
Ukraine,Climate Watch,Agriculture,N2O,MtCO₂e,19.37,19.67,19.22,18.46,17.14,17.82,17.87,16.12,16.62
Qatar,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,19.19,16.22,16.08,16.65,15.79,14.9,12.78,13.08,8.3
Sudan,Climate Watch,Energy,CO2,MtCO₂e,19.07,19.31,19.41,19.57,17.27,14.77,13.84,14.46,14.77
Austria,Climate Watch,Electricity/Heat,CO2,MtCO₂e,18.97,17.78,19.99,18.45,19.39,19.29,21.17,21.84,24.34
South Sudan,Climate Watch,Agriculture,N2O,MtCO₂e,18.75,22.88,21.47,22.63,21.98,21.74,21.45,22.05,20.38
Uruguay,Climate Watch,Agriculture,CH4,MtCO₂e,18.66,18.86,19.29,19.63,19.53,19.56,19.26,19.15,19.73
Kenya,Climate Watch,Agriculture,N2O,MtCO₂e,18.58,16.07,15.44,16.82,15.71,16.26,15.34,15.46,15.66
Thailand,Climate Watch,Bunker Fuels,CO2,MtCO₂e,18.54,18.86,17.05,16.65,15.62,14.58,14.13,13.28,14.13
Ghana,Climate Watch,Energy,CO2,MtCO₂e,18.49,17.13,15.54,14.52,14.29,13.35,13.88,12.86,10.79
